Frame,Ball_X,Ball_Y,Ball_Vx,Ball_Vy,Ref_1_X,Ref_1_Y,Ref_2_X,Ref_2_Y,Ref_3_X,Ref_3_Y,GK_X,GK_Y,Player_1_X,Player_1_Y,Player_2_X,Player_2_Y,Player_3_X,Player_3_Y,Player_4_X,Player_4_Y,Player_5_X,Player_5_Y,Player_6_X,Player_6_Y,Player_7_X,Player_7_Y,Player_8_X,Player_8_Y,Player_9_X,Player_9_Y,Player_10_X,Player_10_Y,Player_11_X,Player_11_Y,Player_12_X,Player_12_Y,Player_13_X,Player_13_Y,Player_14_X,Player_14_Y,Player_15_X,Player_15_Y,Player_16_X,Player_16_Y,Player_17_X,Player_17_Y,Player_18_X,Player_18_Y,Player_19_X,Player_19_Y,Player_20_X,Player_20_Y,Player_21_X,Player_21_Y,Player_22_X,Player_22_Y
100,-8040,3196,-437,146,684,141,1854,1041,0,0,146,347,430,418,1814,417,1019,475,986,288,729,507,1298,414,1681,514,1426,747,454,349,368,517,471,332,752,359,911,362,1296,334,932,236,700,275,612,264,1593,325,704,234,714,224,920,243,726,159
101,-8477,3342,-437,146,1853,1041,685,141,0,0,150,347,428,417,1816,416,1016,475,985,287,727,505,1300,414,1680,514,1427,746,457,347,366,515,470,330,749,359,913,360,1300,334,933,236,698,273,614,264,1595,326,704,234,709,223,922,243,728,159
102,-8914,3488,-437,146,1852,1040,685,141,0,0,154,347,429,415,1818,417,1010,474,985,287,725,505,1300,414,1680,515,1428,744,461,345,365,513,468,330,747,359,914,359,1303,334,931,236,697,272,615,264,1596,326,704,235,702,225,925,240,730,160
103,-9351,3634,-437,146,1853,1041,686,141,0,0,158,347,430,415,1821,418,1008,474,984,289,724,504,1301,415,1680,515,1428,744,464,343,366,510,468,331,742,359,914,360,1305,335,930,236,695,273,615,264,1596,327,704,236,699,226,922,240,732,160
104,-9788,3780,-437,146,684,140,1852,1040,0,0,120,333,430,413,1824,418,1006,472,984,289,721,501,1302,415,1680,515,1428,743,467,339,365,505,468,330,741,357,914,359,1307,334,928,236,692,272,614,263,1596,326,704,236,697,226,918,240,735,160
105,-10225,3926,-437,146,683,135,1849,1036,0,0,120,325,426,409,1824,416,999,468,983,287,717,498,1300,412,1676,513,1427,739,467,335,363,499,465,328,739,353,916,357,1308,331,927,236,688,269,612,262,1595,323,704,237,693,224,915,238,737,161
106,-10662,4072,-437,146,681,134,1849,1036,0,0,164,341,424,407,1825,414,992,465,981,285,711,496,1299,411,1674,510,1426,737,468,333,359,496,460,321,735,349,913,352,1309,330,925,237,685,267,608,261,1595,321,703,237,688,224,913,237,739,161
107,-11099,4218,-437,146,683,134,1848,1037,0,0,0,0,422,406,1827,414,989,466,980,284,706,496,1297,411,1674,510,1425,736,471,333,358,494,458,318,732,349,913,351,1311,330,924,237,684,266,603,261,1596,321,704,238,683,224,913,237,742,161
108,-11536,4364,-437,146,683,134,1847,1036,0,0,172,339,420,406,1829,414,984,466,981,283,703,495,1297,411,1673,509,1423,735,475,333,357,491,458,317,729,349,914,349,1313,330,922,237,680,264,599,260,1597,321,683,235,680,225,910,236,744,161
109,-11973,4510,-437,146,682,134,1843,1037,0,0,173,339,418,405,1829,414,978,465,979,283,700,494,1296,411,1671,508,1422,734,476,333,357,490,457,316,725,350,915,347,1313,330,921,237,675,263,596,261,1596,322,680,236,677,221,906,235,0,0
110,-12410,4656,-437,146,677,136,1836,1037,0,0,172,342,413,406,1831,414,971,464,975,284,694,494,1293,411,1665,508,1419,734,474,333,353,488,454,316,722,349,908,347,1310,330,905,242,668,265,594,262,1594,323,671,234,668,218,897,234,0,0
111,-12847,4802,-437,146,1835,1034,0,0,0,0,0,0,408,403,1822,414,964,462,971,283,688,492,1289,409,1661,507,1414,731,473,332,347,483,450,313,712,348,904,345,1306,330,898,242,661,264,589,261,1590,322,664,237,664,218,895,234,0,0
112,-13284,4948,-437,146,1836,1033,673,131,0,0,175,336,406,402,1822,412,959,458,970,281,686,489,1288,408,1659,505,1415,728,474,329,345,479,451,311,709,347,905,342,1308,328,896,241,656,261,587,259,1589,320,662,236,660,217,885,233,0,0
113,-13721,5094,-437,146,1835,1035,431,111,0,0,0,0,403,401,1819,413,954,458,968,283,681,488,1288,408,1656,506,1413,728,474,327,343,478,450,310,707,347,905,341,1308,329,894,241,653,261,585,260,1586,321,658,237,656,217,881,232,0,0
114,-14158,5240,-437,146,1835,1032,668,131,0,0,178,336,400,401,1819,413,948,458,966,283,677,488,1286,410,1653,507,1413,728,472,326,340,476,447,311,703,346,903,341,1309,329,890,242,649,260,582,260,1585,321,654,239,642,212,876,229,0,0
115,-14595,5386,-437,146,1833,1030,0,0,0,0,179,336,397,401,1819,413,941,457,965,283,672,488,1285,409,1649,505,1412,726,471,325,337,473,446,310,699,344,902,339,1309,329,887,242,644,259,577,260,1584,321,653,240,636,211,872,228,0,0
116,-15032,5532,-437,146,1831,1029,666,131,0,0,180,337,392,401,1819,414,934,458,963,283,666,488,1282,409,1647,505,1409,726,470,326,333,470,445,309,693,345,900,339,1310,328,885,243,640,260,574,259,1581,320,648,242,631,210,867,229,0,0
117,-15469,5678,-437,146,1831,1029,666,133,0,0,0,0,388,401,1820,415,930,458,962,283,660,489,1279,410,1645,506,1406,726,470,326,329,468,446,310,690,347,898,340,1310,329,883,244,635,262,574,260,1580,320,644,244,626,211,862,230,0,0
118,-15906,5824,-437,146,1827,1027,665,129,0,0,0,0,382,400,1820,415,925,457,957,283,654,488,1276,410,1642,505,1402,725,470,326,323,466,446,310,686,347,895,338,1310,329,882,242,630,263,572,259,1580,321,641,242,622,211,858,229,0,0
119,-16343,5970,-437,146,662,129,0,0,0,0,183,338,378,399,1820,415,920,455,955,282,650,488,1274,410,1638,503,1400,723,468,326,317,464,446,309,679,347,892,338,1309,329,879,241,626,261,568,259,1579,321,637,239,615,211,853,229,0,0
120,-16780,6116,-437,146,660,130,0,0,0,0,185,338,374,400,1818,415,913,454,952,283,646,487,1272,410,1635,504,1398,722,466,326,313,463,446,309,673,347,891,337,1308,328,876,240,622,260,564,259,1577,321,634,241,608,210,848,230,0,0
121,-17217,6262,-437,146,660,130,0,0,0,0,186,339,370,400,1818,415,906,454,951,284,640,486,1271,409,1632,505,1396,722,465,326,310,461,448,308,668,346,889,336,1307,329,874,239,617,260,559,260,1576,321,629,242,603,212,844,230,0,0
122,-17654,6408,-437,146,659,131,0,0,0,0,187,337,365,400,1817,415,901,453,951,284,635,485,1269,409,1629,504,1394,720,464,326,307,458,450,307,665,345,888,336,1307,329,872,239,610,259,553,258,1574,321,625,244,599,212,838,230,0,0
123,-18091,6554,-437,146,658,133,0,0,0,0,0,0,362,399,1815,414,893,453,948,284,628,485,1267,410,1625,504,1393,720,464,325,303,455,452,307,662,344,886,335,1306,328,871,238,603,258,552,258,1572,321,618,245,592,213,835,229,0,0
124,-18528,6700,-437,146,658,134,0,0,0,0,0,0,359,399,1815,415,887,452,947,283,625,485,1266,411,1621,504,1393,719,464,323,299,453,453,307,660,343,884,334,1305,328,870,238,602,259,549,258,1571,320,616,247,587,212,832,229,0,0
125,-18965,6846,-437,146,658,133,0,0,0,0,194,336,358,398,1815,415,884,451,947,283,621,485,1264,411,1620,503,1391,718,463,319,294,451,453,306,655,342,883,333,1305,329,870,238,602,259,546,258,1571,320,615,248,584,210,827,228,0,0
126,-19402,6992,-437,146,658,133,0,0,0,0,0,0,357,398,1814,415,881,450,948,283,618,485,1263,411,1618,502,1390,717,463,320,291,450,454,305,648,343,882,333,1307,329,870,239,595,260,543,257,1570,320,615,248,581,210,825,229,0,0
127,-19839,7138,-437,146,659,133,1808,1028,0,0,6,378,355,398,1814,416,877,449,947,283,615,484,1261,411,1617,501,1388,717,462,320,289,449,454,305,644,343,880,333,1308,329,869,240,593,262,540,257,1570,320,614,247,577,211,821,230,0,0
128,-20276,7284,-437,146,660,133,1810,1029,0,0,6,378,352,398,1816,416,873,449,947,283,613,483,1262,410,1616,501,1388,716,461,319,287,447,454,304,640,343,880,332,1309,329,871,241,591,262,537,257,1572,320,615,245,573,211,818,231,0,0
129,-20713,7430,-437,146,661,132,1812,1028,0,0,168,326,349,397,1819,416,869,449,948,283,611,482,1263,410,1615,501,1389,714,461,319,284,444,465,308,642,342,880,330,1312,329,871,241,590,259,534,257,1573,321,613,246,571,212,814,231,0,0
130,-21150,7576,-437,146,662,131,1813,1030,0,0,169,325,348,397,1820,417,866,449,950,284,608,481,1263,410,1615,502,1388,713,461,318,280,443,468,307,639,344,880,329,1314,330,871,242,589,259,531,257,1575,321,610,246,569,212,811,231,0,0
131,-21587,7722,-437,146,665,133,1814,1029,0,0,213,337,346,397,1822,417,861,448,951,284,606,481,1263,410,1615,502,1389,713,463,318,276,442,471,307,638,342,881,328,1316,330,873,242,589,259,528,257,1576,321,608,247,565,213,811,231,0,0
132,-22024,7868,-437,146,667,133,1813,1029,0,0,217,337,344,398,1824,418,858,446,953,284,605,482,1264,411,1614,502,1390,712,463,318,274,441,472,307,636,341,882,327,1318,330,875,241,589,258,543,258,1577,321,606,247,563,213,810,231,0,0
133,-22461,8014,-437,146,668,132,1812,1029,0,0,221,337,342,398,1826,418,855,445,954,284,604,481,1265,413,1612,501,1392,712,463,318,273,440,473,307,633,340,881,327,1320,330,878,240,589,257,545,259,1577,322,603,248,561,212,807,231,0,0
134,-22898,8160,-437,146,1811,1028,0,0,0,0,223,338,340,399,1827,418,853,445,954,284,602,481,1266,413,1610,500,1394,712,462,318,271,438,475,306,630,339,882,327,1322,330,881,239,588,257,545,257,1578,321,600,248,559,212,805,231,0,0
135,-23335,8306,-437,146,1812,1028,0,0,0,0,227,338,339,399,1829,418,849,444,954,284,600,480,1266,412,1610,500,1393,711,464,318,270,436,484,307,627,341,882,327,1324,330,883,239,588,256,545,257,1580,320,598,249,557,211,803,231,0,0
136,-23772,8452,-437,146,1813,1027,0,0,0,0,232,337,339,399,1831,418,846,443,954,284,598,480,1265,412,1610,500,1393,710,466,318,266,434,487,307,627,341,882,326,1325,331,887,238,587,255,546,257,1581,321,595,249,555,212,802,231,0,0
137,-24209,8598,-437,146,1815,1028,675,128,0,0,234,337,340,398,1832,418,843,443,954,284,597,479,1265,412,1608,499,1393,709,468,317,262,433,490,308,626,342,882,325,1327,331,889,238,587,255,546,257,1583,321,593,250,553,213,800,232,0,0
138,-24646,8744,-437,146,1818,1028,676,132,0,0,237,337,339,399,1833,419,839,443,954,284,594,477,1266,412,1606,499,1394,708,470,316,259,430,494,308,624,342,883,324,1328,331,890,238,587,256,546,257,1585,321,591,250,551,213,799,232,0,0
139,-25083,8890,-437,146,1819,1028,677,133,0,0,0,0,338,398,1833,419,836,443,961,283,592,476,1266,411,1607,499,1393,708,473,316,256,428,497,308,623,342,883,324,1329,331,893,238,586,256,545,257,1586,321,588,251,548,214,797,231,0,0
140,-25520,9036,-437,146,678,132,1820,1027,0,0,0,0,336,397,1834,419,834,442,963,283,590,476,1267,411,1608,501,1394,708,475,315,253,426,500,308,623,341,883,324,1331,330,894,238,584,257,545,257,1588,321,586,251,546,214,796,231,0,0
141,-25957,9182,-437,146,680,130,1821,1025,0,0,0,0,334,398,1835,420,832,440,965,283,588,477,1268,411,1608,501,1395,707,476,314,250,424,504,310,622,342,883,324,1333,331,896,238,583,257,544,257,1591,322,583,251,545,214,794,231,0,0
142,-26394,9328,-437,146,1824,1026,682,131,0,0,0,0,332,397,1838,420,829,439,967,283,588,477,1270,412,1607,500,1396,707,475,314,247,421,507,310,621,342,884,323,1335,331,899,238,584,257,544,256,1593,322,581,252,544,215,793,230,0,0
143,-26831,9474,-437,146,1825,1026,682,129,0,0,0,0,330,398,1840,420,827,439,969,283,587,477,1271,412,1606,500,1398,706,475,314,245,420,511,311,620,342,885,323,1338,331,902,237,584,256,545,256,1595,321,578,253,543,215,792,231,0,0
144,-27268,9620,-437,146,1826,1027,683,130,0,0,0,0,326,398,1842,420,825,438,971,283,587,478,1271,412,1605,499,1398,705,475,313,244,418,515,311,619,342,885,322,1341,331,905,237,585,256,546,255,1596,321,575,253,541,216,791,232,0,0
145,-27705,9766,-437,146,1826,1026,684,131,0,0,259,340,325,397,1845,421,824,438,973,283,586,476,1271,413,1605,499,1399,704,476,313,245,416,519,311,618,343,886,322,1344,331,907,236,585,256,547,254,1598,321,573,253,539,217,790,232,0,0
146,-28142,9912,-437,146,1825,1028,687,130,1029,107,262,340,324,396,1849,421,821,438,975,283,586,475,1272,413,1605,499,1400,703,478,315,244,416,523,311,616,343,888,322,1347,331,908,236,586,257,548,254,1600,322,571,254,538,218,790,231,0,0
147,-28579,10058,-437,146,1825,1028,689,132,0,0,263,342,325,395,1851,421,819,436,976,283,585,474,1272,412,1604,499,1401,703,480,316,242,415,528,311,615,343,889,322,1349,331,910,235,587,258,550,254,1602,322,568,254,536,218,789,230,0,0
148,-29016,10204,-437,146,1826,1029,691,130,0,0,262,342,325,395,1854,422,819,436,980,283,586,473,1275,413,1605,500,1402,702,482,317,241,415,532,312,616,343,891,321,1352,331,917,235,588,258,553,255,1604,322,566,255,535,218,789,230,0,0
149,-29453,10350,-437,146,1829,1029,692,130,0,0,0,0,326,394,1857,422,818,435,981,283,585,474,1276,413,1605,501,1402,702,485,317,242,413,536,312,615,343,892,321,1354,331,920,235,589,258,555,254,1605,322,563,255,535,218,789,230,0,0
150,-29890,10496,-437,146,1832,1029,695,130,0,0,0,0,326,392,1860,423,817,434,983,283,587,474,1279,413,1607,501,1403,702,488,317,242,413,541,312,614,343,894,321,1356,331,924,235,590,258,555,254,1609,322,561,256,534,218,789,230,0,0
151,-30327,10642,-437,146,1835,1030,696,130,0,0,0,0,327,391,1863,423,815,433,985,283,585,474,1282,414,1608,502,1405,702,490,316,242,413,544,312,613,343,895,321,1358,331,928,235,592,258,555,253,1612,323,558,256,533,218,789,230,0,0
152,-30764,10788,-437,146,1837,1030,697,129,1052,107,0,0,328,389,1864,424,813,434,988,283,585,473,1284,415,1609,502,1408,702,491,315,240,413,548,312,612,344,897,320,1360,331,932,235,593,259,554,252,1615,323,555,257,533,220,789,231,0,0
153,-31201,10934,-437,146,1839,1030,700,129,0,0,0,0,328,388,1866,424,810,433,992,283,587,472,1286,415,1611,501,1411,702,492,313,241,413,553,312,613,345,899,320,1361,331,936,235,594,259,555,252,1619,324,553,257,532,221,790,232,0,0
154,-31638,11080,-437,146,1842,1030,701,130,0,0,0,0,329,387,1867,424,808,432,994,283,588,472,1287,415,1613,500,1415,702,492,313,238,414,557,313,613,346,901,320,1364,331,940,235,595,259,556,252,1622,324,533,222,531,220,790,230,0,0
155,-32075,11226,-437,146,1843,1030,704,127,0,0,0,0,329,387,1869,424,808,432,997,283,589,472,1288,415,1615,500,1417,701,494,313,237,414,562,313,613,346,903,320,1368,332,943,234,596,260,558,252,1625,324,529,221,532,221,790,230,0,0
156,-32512,11372,-437,146,1846,1030,705,129,0,0,0,0,330,387,1872,425,807,431,1000,282,591,473,1290,415,1616,499,1418,700,495,313,236,415,566,314,613,347,903,319,1371,332,947,234,598,261,558,253,1627,324,526,220,533,221,790,230,0,0
157,-32949,11518,-437,146,1847,1030,707,129,0,0,0,0,330,387,1876,426,806,430,1003,281,592,472,1291,416,1617,499,1420,699,496,314,232,414,570,315,614,346,905,318,1374,332,950,234,599,261,559,253,1630,324,523,218,534,222,790,230,0,0
158,-33386,11664,-437,146,709,125,1847,1030,0,0,0,0,330,387,1879,426,805,430,1005,281,594,472,1293,415,1618,498,1420,698,498,315,231,414,574,315,614,346,907,318,1377,332,954,234,601,262,561,254,1632,324,520,217,534,222,790,230,0,0
159,-33823,11810,-437,146,1848,1031,711,127,0,0,0,0,332,386,1884,426,804,431,1008,281,595,472,1294,416,1620,499,1420,699,500,316,229,414,578,315,613,347,909,319,1380,331,957,234,602,262,562,255,1635,325,517,216,533,223,790,230,0,0
160,-34260,11956,-437,146,1849,1032,711,127,0,0,0,0,333,386,1886,427,804,430,1010,281,597,471,1296,417,1622,501,1421,699,502,317,228,413,582,314,615,347,911,319,1383,331,960,234,604,262,564,256,1637,326,513,215,533,225,790,231,0,0
161,-34697,12102,-437,146,1849,1033,713,126,1085,107,0,0,335,386,1889,428,804,430,1012,282,598,470,1299,417,1624,502,1421,699,504,318,226,413,585,314,615,347,912,318,1385,331,965,234,605,262,566,257,1639,326,510,214,533,226,791,232,0,0
162,232,413,34929,-11689,1850,1033,1088,108,0,0,0,0,337,386,1891,428,804,430,1014,281,599,468,1302,417,1626,503,1423,699,506,318,225,413,589,314,616,348,914,319,1387,331,968,234,606,262,568,257,1640,326,507,213,532,227,792,233,0,0
163,229,411,-3,-2,1851,1034,0,0,0,0,0,0,340,386,1894,428,804,429,1016,281,599,468,1304,417,1629,504,1425,698,508,318,223,413,592,314,617,350,915,318,1390,331,972,234,607,262,569,257,1642,326,504,212,530,228,793,233,0,0
164,226,409,-3,-2,1854,1034,716,120,0,0,0,0,342,385,1895,428,804,428,1018,281,600,467,1305,418,1631,505,1427,697,509,318,221,412,595,314,617,351,917,317,1392,331,976,234,608,262,570,257,1645,327,501,211,531,229,794,232,0,0
165,223,407,-3,-2,1857,1034,1098,108,0,0,0,0,344,385,1896,429,804,427,1020,282,599,467,1306,417,1634,505,1429,696,511,318,220,412,599,313,617,352,917,316,1395,331,979,234,611,262,572,257,1647,327,497,210,530,230,794,232,0,0
166,220,405,-3,-2,1859,1035,0,0,0,0,0,0,345,385,1898,429,802,428,1023,282,599,467,1308,417,1635,506,1431,694,513,317,218,412,603,313,616,352,919,316,1393,334,983,234,614,263,573,258,1651,327,494,209,529,231,794,232,0,0
167,217,403,-3,-2,1860,1035,0,0,0,0,0,0,347,384,1898,430,802,428,1025,282,599,467,1308,417,1636,507,1432,693,515,318,217,411,607,313,616,353,921,317,1394,334,986,235,616,265,574,258,1654,327,491,208,528,232,794,232,0,0
168,214,401,-3,-2,1863,1036,0,0,0,0,0,0,349,383,1900,431,800,428,1028,283,601,468,1310,418,1634,507,1434,692,518,317,216,411,611,313,616,354,923,317,1397,335,990,235,617,265,579,257,1656,328,488,207,527,233,795,232,0,0
169,211,399,-3,-2,1865,1036,0,0,0,0,0,0,351,382,1901,432,801,428,1030,283,603,468,1311,419,1631,507,1436,691,519,318,214,411,614,316,616,354,926,317,1400,335,994,235,619,266,581,257,1660,328,484,205,525,235,795,232,0,0
170,208,397,-3,-2,1866,1036,0,0,0,0,0,0,353,382,1902,433,801,429,1032,284,605,468,1312,419,1630,508,1437,690,521,318,213,410,616,314,616,355,928,317,1402,335,997,235,619,265,583,258,1662,328,481,204,524,235,796,233,0,0
171,205,395,-3,-2,1866,1035,0,0,0,0,0,0,354,382,1903,433,801,429,1034,284,607,469,1313,420,1630,507,1437,689,523,319,211,410,620,314,616,355,930,317,1403,335,1000,235,620,265,586,258,1664,327,478,203,522,235,796,234,0,0
172,202,393,-3,-2,1866,1035,731,126,0,0,0,0,355,382,1904,433,801,428,1036,284,608,469,1314,420,1627,506,1437,689,524,319,209,410,619,317,615,357,931,317,1404,335,1003,235,621,265,586,258,1665,325,474,202,519,235,796,234,0,0
173,199,391,-3,-2,1864,1034,731,128,0,0,0,0,356,382,1906,433,800,426,1036,284,608,468,1314,421,1624,505,1435,689,523,319,208,409,621,317,614,358,930,317,1404,335,1003,235,622,266,586,258,1664,324,471,201,515,236,795,233,0,0
174,196,389,-3,-2,1862,1034,732,128,0,0,0,0,356,383,1907,433,798,424,1036,284,606,468,1314,421,1621,503,1433,689,522,319,206,409,620,319,612,358,929,317,1405,335,1006,235,620,266,587,258,1663,322,468,200,511,236,794,232,0,0
175,193,387,-3,-2,1861,1034,0,0,0,0,0,0,357,382,1906,434,796,423,1036,284,604,468,1314,422,1618,501,1432,688,522,320,204,409,622,319,611,358,929,317,1406,335,1009,235,620,267,586,258,1661,322,465,199,506,237,793,232,0,0
176,190,385,-3,-2,1860,1034,0,0,0,0,0,0,357,382,1906,434,794,423,1036,284,603,468,1313,422,1615,501,1431,688,521,320,203,409,623,320,611,358,928,317,1406,335,1012,235,620,267,586,258,1660,321,461,198,502,236,793,232,0,0
177,187,383,-3,-2,1858,1034,0,0,0,0,0,0,357,382,1904,434,794,422,1037,284,602,468,1313,422,1609,500,1431,686,521,320,202,408,625,319,610,357,927,317,1406,335,1016,235,621,267,586,258,1659,322,458,197,498,235,791,232,0,0
178,184,381,-3,-2,1857,1034,0,0,0,0,0,0,357,382,1902,433,792,422,1038,284,601,468,1312,422,1606,500,1431,685,521,319,200,408,628,316,609,356,927,317,1406,335,1019,235,621,267,587,259,1659,322,455,196,494,234,790,232,0,0
179,181,379,-3,-2,1856,1034,746,130,0,0,0,0,357,381,1900,433,791,422,1038,284,599,468,1311,422,1603,499,1431,685,522,319,199,407,630,316,609,355,927,317,1406,335,1013,236,621,268,587,259,1658,322,452,195,490,232,789,233,0,0
180,178,377,-3,-2,1857,1035,749,132,0,0,0,0,359,381,1899,433,791,423,1039,284,598,468,1311,422,1601,497,1430,684,522,319,197,407,632,316,609,356,928,317,1407,335,1014,236,622,268,589,259,1658,322,449,194,487,231,790,234,0,0
181,175,375,-3,-2,1857,1035,0,0,0,0,0,0,361,381,1898,433,791,424,1040,283,597,468,1311,422,1598,495,1428,682,523,320,195,407,634,317,608,356,928,317,1406,335,1015,236,622,268,589,260,1658,323,445,193,484,230,790,234,0,0
182,172,373,-3,-2,1858,1035,0,0,0,0,0,0,362,381,1896,433,791,424,1040,283,598,468,1311,421,1594,495,1427,682,524,321,194,406,637,316,607,357,929,317,1408,336,1017,236,623,269,590,260,1658,325,442,192,481,230,791,235,0,0
183,169,371,-3,-2,1859,1035,0,0,0,0,0,0,364,381,1894,433,792,424,1043,283,599,468,1311,421,1591,494,1427,682,525,321,192,406,638,316,607,358,930,317,1409,336,1019,237,624,269,590,261,1659,327,439,191,478,230,792,235,0,0
184,166,369,-3,-2,1860,1035,0,0,0,0,0,0,365,381,1891,434,793,425,1044,283,599,468,1311,422,1586,494,1427,682,527,322,191,406,641,315,608,359,931,317,1410,337,1021,236,624,269,592,261,1660,328,436,190,476,228,793,234,0,0
185,163,367,-3,-2,1861,1035,0,0,0,0,0,0,367,381,1889,435,794,425,1045,283,599,468,1312,422,1581,494,1426,682,529,322,189,406,644,315,609,359,931,317,1412,337,1024,236,625,270,593,262,1661,328,0,0,475,227,794,234,0,0
186,118,424,-45,57,1861,1035,0,0,0,0,0,0,369,381,1888,436,795,425,1047,283,600,467,1314,422,1577,493,1426,682,531,321,188,405,646,314,610,360,931,317,1414,337,1026,236,625,270,595,263,1661,328,0,0,472,226,796,234,0,0
187,73,481,-45,57,1862,1035,779,134,0,0,0,0,371,380,1887,436,797,425,1049,283,599,467,1315,422,1574,492,1426,681,532,322,186,405,649,314,611,360,932,317,1415,338,1028,236,626,270,597,262,1661,328,0,0,471,225,798,234,0,0
188,28,538,-45,57,1861,1034,0,0,0,0,0,0,373,381,1885,436,798,424,1050,282,599,467,1315,422,1571,490,1426,680,534,322,0,0,653,315,611,360,932,317,1416,338,1030,236,626,268,599,263,1661,328,0,0,470,225,800,234,0,0
189,125,425,97,-113,1863,1035,788,133,0,0,0,0,375,380,1883,436,799,424,1051,282,598,467,1316,422,1569,488,1427,680,536,321,0,0,655,315,611,360,933,317,1417,338,1032,236,628,269,600,263,1660,327,0,0,470,223,801,233,0,0
190,222,312,97,-113,1863,1036,793,133,0,0,0,0,377,381,1880,436,800,423,1053,282,598,467,1316,422,1565,487,1427,679,537,321,0,0,658,315,611,360,932,317,1419,338,1034,236,628,269,602,263,1658,327,0,0,469,223,803,233,0,0
191,319,199,97,-113,1862,1035,797,133,595,74,0,0,378,380,1876,436,801,423,1054,282,597,467,1316,422,1560,487,1426,678,539,321,0,0,660,316,611,360,932,317,1420,338,1036,236,628,270,603,263,1656,327,0,0,468,221,805,233,0,0
192,416,86,97,-113,1862,1035,800,130,0,0,0,0,380,380,1872,436,803,422,1055,282,596,467,1316,422,1554,487,1425,677,540,321,0,0,662,317,611,361,933,318,1422,338,1037,236,629,269,603,263,1655,327,0,0,467,219,806,233,0,0
193,513,-27,97,-113,1861,1036,0,0,0,0,0,0,381,379,1867,436,804,422,1057,282,596,467,1316,422,1551,486,1423,676,542,322,0,0,664,318,613,361,933,318,1423,338,1039,236,631,269,604,264,1655,328,0,0,466,217,807,233,0,0
194,610,-140,97,-113,1859,1036,0,0,0,0,0,0,382,379,1865,436,805,422,1058,282,596,468,1316,421,1547,486,1422,676,543,322,0,0,667,318,614,363,933,318,1425,338,1040,236,632,270,606,264,1655,329,0,0,465,215,808,233,0,0
195,707,-253,97,-113,1858,1036,0,0,0,0,467,215,384,378,1861,435,806,421,1060,282,597,468,1316,422,1544,485,1422,675,544,322,0,0,669,319,614,363,934,318,1426,338,1042,236,633,270,607,265,1654,331,0,0,464,214,809,233,0,0
196,804,-366,97,-113,1857,1036,0,0,0,0,466,215,385,378,1857,435,807,421,1061,281,596,468,1315,422,1538,483,1421,675,544,322,0,0,671,319,615,364,935,318,1427,338,1043,236,634,270,607,265,1652,332,0,0,462,213,810,233,0,0
197,901,-479,97,-113,1857,1036,825,134,0,0,467,214,387,379,1852,435,807,421,1062,282,597,468,1314,422,1533,482,1420,675,546,322,0,0,673,318,614,365,935,318,1428,338,1045,236,634,270,608,265,1651,333,0,0,460,213,811,233,0,0
198,998,-592,97,-113,1857,1036,830,135,0,0,467,214,388,378,1847,437,807,421,1063,282,597,468,1314,422,1525,483,1420,675,547,322,0,0,675,318,614,365,935,318,1430,338,1046,236,634,270,610,266,1650,333,0,0,459,212,812,233,0,0
199,1095,-705,97,-113,1858,1036,834,134,0,0,467,211,389,377,1840,437,808,421,1064,282,596,468,1315,422,1519,482,1420,676,548,322,0,0,677,319,615,365,936,318,1431,338,1048,236,633,270,611,267,1650,334,0,0,457,210,813,233,0,0
200,1192,-818,97,-113,1860,1034,856,135,0,0,469,205,393,377,1828,436,809,421,1069,282,593,468,1316,423,1504,477,1418,675,553,324,0,0,685,321,617,365,935,319,1434,338,1049,236,635,271,613,268,1649,327,0,0,456,209,814,233,0,0
